cty,name,kfr_native_rA_gP_pall,kfr_native_rA_gP_pall_l,kfr_native_rA_gP_p100,kfr_native_rA_gP_p100_l,kfr_native_rA_gP_p75,kfr_native_rA_gP_p75_l,kfr_native_rA_gP_p25,kfr_native_rA_gP_p25_l,kfr_native_rA_gP_p1,kfr_native_rA_gP_p1_l,kfr_native_rA_gP_p50,kfr_native_rA_gP_p50_l,kfr_native_rA_gF_pall,kfr_native_rA_gF_pall_l,kfr_native_rA_gF_p100,kfr_native_rA_gF_p100_l,kfr_native_rA_gF_p75,kfr_native_rA_gF_p75_l,kfr_native_rA_gF_p25,kfr_native_rA_gF_p25_l,kfr_native_rA_gF_p1,kfr_native_rA_gF_p1_l,kfr_native_rA_gF_p50,kfr_native_rA_gF_p50_l,kfr_native_rA_gM_pall,kfr_native_rA_gM_pall_l,kfr_native_rA_gM_p100,kfr_native_rA_gM_p100_l,kfr_native_rA_gM_p75,kfr_native_rA_gM_p75_l,kfr_native_rA_gM_p25,kfr_native_rA_gM_p25_l,kfr_native_rA_gM_p1,kfr_native_rA_gM_p1_l,kfr_native_rA_gM_p50,kfr_native_rA_gM_p50_l,kfr_native_rP_gP_pall,kfr_native_rP_gP_pall_l,kfr_native_rP_gP_p100,kfr_native_rP_gP_p100_l,kfr_native_rP_gP_p75,kfr_native_rP_gP_p75_l,kfr_native_rP_gP_p25,kfr_native_rP_gP_p25_l,kfr_native_rP_gP_p1,kfr_native_rP_gP_p1_l,kfr_native_rP_gP_p50,kfr_native_rP_gP_p50_l,kfr_native_rP_gF_pall,kfr_native_rP_gF_pall_l,kfr_native_rP_gF_p100,kfr_native_rP_gF_p100_l,kfr_native_rP_gF_p75,kfr_native_rP_gF_p75_l,kfr_native_rP_gF_p25,kfr_native_rP_gF_p25_l,kfr_native_rP_gF_p1,kfr_native_rP_gF_p1_l,kfr_native_rP_gF_p50,kfr_native_rP_gF_p50_l,kfr_native_rP_gM_pall,kfr_native_rP_gM_pall_l,kfr_native_rP_gM_p100,kfr_native_rP_gM_p100_l,kfr_native_rP_gM_p75,kfr_native_rP_gM_p75_l,kfr_native_rP_gM_p25,kfr_native_rP_gM_p25_l,kfr_native_rP_gM_p1,kfr_native_rP_gM_p1_l,kfr_native_rP_gM_p50,kfr_native_rP_gM_p50_l,kfr_native_rB_gP_pall,kfr_native_rB_gP_pall_l,kfr_native_rB_gP_p100,kfr_native_rB_gP_p100_l,kfr_native_rB_gP_p75,kfr_native_rB_gP_p75_l,kfr_native_rB_gP_p25,kfr_native_rB_gP_p25_l,kfr_native_rB_gP_p1,kfr_native_rB_gP_p1_l,kfr_native_rB_gP_p50,kfr_native_rB_gP_p50_l,kfr_native_rB_gF_pall,kfr_native_rB_gF_pall_l,kfr_native_rB_gF_p100,kfr_native_rB_gF_p100_l,kfr_native_rB_gF_p75,kfr_native_rB_gF_p75_l,kfr_native_rB_gF_p25,kfr_native_rB_gF_p25_l,kfr_native_rB_gF_p1,kfr_native_rB_gF_p1_l,kfr_native_rB_gF_p50,kfr_native_rB_gF_p50_l,kfr_native_rB_gM_pall,kfr_native_rB_gM_pall_l,kfr_native_rB_gM_p100,kfr_native_rB_gM_p100_l,kfr_native_rB_gM_p75,kfr_native_rB_gM_p75_l,kfr_native_rB_gM_p25,kfr_native_rB_gM_p25_l,kfr_native_rB_gM_p1,kfr_native_rB_gM_p1_l,kfr_native_rB_gM_p50,kfr_native_rB_gM_p50_l,kfr_native_rW_gP_pall,kfr_native_rW_gP_pall_l,kfr_native_rW_gP_p100,kfr_native_rW_gP_p100_l,kfr_native_rW_gP_p75,kfr_native_rW_gP_p75_l,kfr_native_rW_gP_p25,kfr_native_rW_gP_p25_l,kfr_native_rW_gP_p1,kfr_native_rW_gP_p1_l,kfr_native_rW_gP_p50,kfr_native_rW_gP_p50_l,kfr_native_rW_gF_pall,kfr_native_rW_gF_pall_l,kfr_native_rW_gF_p100,kfr_native_rW_gF_p100_l,kfr_native_rW_gF_p75,kfr_native_rW_gF_p75_l,kfr_native_rW_gF_p25,kfr_native_rW_gF_p25_l,kfr_native_rW_gF_p1,kfr_native_rW_gF_p1_l,kfr_native_rW_gF_p50,kfr_native_rW_gF_p50_l,kfr_native_rW_gM_pall,kfr_native_rW_gM_pall_l,kfr_native_rW_gM_p100,kfr_native_rW_gM_p100_l,kfr_native_rW_gM_p75,kfr_native_rW_gM_p75_l,kfr_native_rW_gM_p25,kfr_native_rW_gM_p25_l,kfr_native_rW_gM_p1,kfr_native_rW_gM_p1_l,kfr_native_rW_gM_p50,kfr_native_rW_gM_p50_l,kfr_native_rH_gP_pall,kfr_native_rH_gP_pall_l,kfr_native_rH_gP_p100,kfr_native_rH_gP_p100_l,kfr_native_rH_gP_p75,kfr_native_rH_gP_p75_l,kfr_native_rH_gP_p25,kfr_native_rH_gP_p25_l,kfr_native_rH_gP_p1,kfr_native_rH_gP_p1_l,kfr_native_rH_gP_p50,kfr_native_rH_gP_p50_l,kfr_native_rH_gF_pall,kfr_native_rH_gF_pall_l,kfr_native_rH_gF_p100,kfr_native_rH_gF_p100_l,kfr_native_rH_gF_p75,kfr_native_rH_gF_p75_l,kfr_native_rH_gF_p25,kfr_native_rH_gF_p25_l,kfr_native_rH_gF_p1,kfr_native_rH_gF_p1_l,kfr_native_rH_gF_p50,kfr_native_rH_gF_p50_l,kfr_native_rH_gM_pall,kfr_native_rH_gM_pall_l,kfr_native_rH_gM_p100,kfr_native_rH_gM_p100_l,kfr_native_rH_gM_p75,kfr_native_rH_gM_p75_l,kfr_native_rH_gM_p25,kfr_native_rH_gM_p25_l,kfr_native_rH_gM_p1,kfr_native_rH_gM_p1_l,kfr_native_rH_gM_p50,kfr_native_rH_gM_p50_l,kfr_native_rNA_gP_pall,kfr_native_rNA_gP_pall_l,kfr_native_rNA_gP_p100,kfr_native_rNA_gP_p100_l,kfr_native_rNA_gP_p75,kfr_native_rNA_gP_p75_l,kfr_native_rNA_gP_p25,kfr_native_rNA_gP_p25_l,kfr_native_rNA_gP_p1,kfr_native_rNA_gP_p1_l,kfr_native_rNA_gP_p50,kfr_native_rNA_gP_p50_l,kfr_native_rNA_gF_pall,kfr_native_rNA_gF_pall_l,kfr_native_rNA_gF_p100,kfr_native_rNA_gF_p100_l,kfr_native_rNA_gF_p75,kfr_native_rNA_gF_p75_l,kfr_native_rNA_gF_p25,kfr_native_rNA_gF_p25_l,kfr_native_rNA_gF_p1,kfr_native_rNA_gF_p1_l,kfr_native_rNA_gF_p50,kfr_native_rNA_gF_p50_l,kfr_native_rNA_gM_pall,kfr_native_rNA_gM_pall_l,kfr_native_rNA_gM_p100,kfr_native_rNA_gM_p100_l,kfr_native_rNA_gM_p75,kfr_native_rNA_gM_p75_l,kfr_native_rNA_gM_p25,kfr_native_rNA_gM_p25_l,kfr_native_rNA_gM_p1,kfr_native_rNA_gM_p1_l,kfr_native_rNA_gM_p50,kfr_native_rNA_gM_p50_l
cty19051,"Davis County, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53024,60506,83683,91973,62618,75750,42207,49855,32024,37917,52308,63244,54323,61426,88579,98434,64810,79546,42699,51384,32209,39357,53374,65438,51735,59568,79087,87802,60488,72826,41691,47831,31895,35571,51233,61165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53781,61040,85624,92533,63264,76037,43435,50570,32554,37331,52593,63391,54357,61773,91360,99387,65520,80006,43509,51719,31938,38294,53442,65377,52628,60466,78648,87729,60527,72993,43670,49415,33942,36156,51680,61745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty37031,"Carteret County, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42409,41286,70329,60445,50364,49239,31416,30904,20978,20960,40944,40567,46268,45932,78227,63691,55653,53070,35040,36030,24618,27696,45061,44688,38906,36714,63210,56232,45754,45109,28179,26008,17812,14720,37332,36522,30226,25089,57119,56662,37158,37144,25820,20931,19006,10287,31652,29033,31239,28103,46996,57733,36108,37783,29838,23956,26231,15352,33150,30906,28772,22313,61874,53476,37304,36293,22837,18973,14187,6629,30093,27593,44310,42665,73204,59252,51656,49186,33084,32933,21957,22990,41770,41299,47960,47854,82533,62836,56879,53713,35613,38874,23757,30728,45231,46223,40935,37544,65987,55535,47173,44727,30267,26984,19464,14971,38432,36530,,47459,,123001,,74143,,33999,,12106,,51003,,43767,,106725,,66858,,31800,,13520,,46556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48007,"Aransas County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36907,39707,62780,59110,47030,49921,31275,34387,22362,26058,39319,42613,39472,40402,75505,64048,53434,52823,33266,34992,22843,26262,43121,44036,34796,38993,54074,56035,42515,47935,29812,33490,22161,25115,36530,41439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41778,42172,64395,56496,49413,49139,35509,36668,27028,29014,42123,43152,44716,44312,65595,62907,52559,53982,40229,39409,32962,31410,46016,46633,39092,40539,65415,53304,47918,46563,31984,34809,21906,26936,39677,41171,30637,34539,44766,54030,36506,45096,28708,33318,23735,25126,32443,38972,30955,32640,89166,43425,51927,38320,28022,31350,14344,26747,38592,34692,30888,36783,32507,70081,31429,54571,30263,34524,29507,20225,30838,43994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty45083,"Spartanburg County, SC",35151,51052,85464,144067,46149,74150,22164,20146,7551,14,32709,44761,,,,,,,,,,,,,,,,,,,,,,,,,41674,43923,78274,72004,51048,55025,27020,29581,13942,16413,38984,42612,44051,45096,84893,75950,54158,57192,28357,30312,15063,17499,40797,43517,39455,42792,72106,68228,48127,52960,25709,28892,12914,15466,37236,41740,25422,28635,57822,62141,35121,41387,22289,24987,14717,14520,28929,33055,26427,30716,63429,68850,36819,43374,23623,27228,16125,17394,30550,35186,24442,26297,52423,57219,33334,39541,21065,22377,13698,10989,27292,30822,47793,49755,79373,71851,53322,56797,31824,34247,19079,21346,41764,45504,50527,50750,85233,76871,56336,59123,33192,33576,20158,20242,43608,45714,45245,48767,73604,66923,50461,54546,30644,35127,18329,23021,40068,45298,43513,41557,957711,90442,64816,57425,20227,24871,0,2481,38853,39386,52253,44316,1062314,72082,80777,51315,25814,29274,4,16083,47039,39220,35557,39939,150289,133918,57416,69434,16842,20258,0,0,34725,41494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48087,"Collingsworth County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46497,54803,82096,98387,59709,76308,38591,44198,27919,30132,48999,60342,52707,61726,90380,113501,63491,87176,39475,52958,28102,38988,50959,69774,40580,49285,58944,91659,48710,69790,37466,37283,30985,21613,43365,53958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52455,62728,87068,86180,63192,73975,42394,53831,31045,42722,51955,64167,59394,68741,88571,93786,65147,80749,44650,59801,33749,48833,53964,70208,44641,57621,53891,88769,48493,71012,42671,44043,38832,29266,45572,57871,30101,43227,170950,1062314,66268,1062314,27648,37989,7321,0,43726,84616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty19085,"Harrison County, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55563,53777,89448,69856,65550,60571,42933,44601,31908,36525,54049,53001,56342,55144,87132,72787,65538,62806,44867,46101,34981,38250,54927,54599,54816,52592,92100,67240,65458,58806,40566,43736,28245,35563,52920,51948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56294,54649,91396,69166,66119,60727,44253,46436,32512,38164,54290,53801,56402,56401,87819,70964,65244,62865,45284,49037,34622,41547,54376,55933,56132,53100,95849,67870,66749,59253,42397,44619,29274,35588,53646,52408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty27065,"Kanabec County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50809,55218,81716,78082,60527,65287,40199,44182,29950,34035,50251,55096,49326,54181,77263,78713,58436,64751,40315,42730,31289,32839,49186,53693,52419,56286,85311,77170,62473,65485,40375,45266,29145,34898,51448,56119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52297,55767,85122,78929,62382,65741,42382,44724,31382,33359,51604,55296,50877,54558,80610,79742,60252,65245,42142,42835,32199,31640,50428,53615,53794,56964,88043,77704,63774,65813,42482,46241,30684,34817,52423,56513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28003,"Alcorn County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38428,43139,68260,70291,48690,55159,30015,31898,19550,19900,39457,43860,39246,44057,74710,72077,51474,55984,30544,32140,19467,20710,40807,43971,37650,42285,62944,68536,46285,54406,29392,31764,19475,19270,38186,43838,25069,26387,41648,67312,29983,40759,22398,20708,17749,7230,26366,30604,22974,29508,22298,75849,22452,42335,22550,22276,22609,9990,22497,32195,27594,21964,55616,55752,35149,37225,22398,18958,14692,5854,28837,28024,41446,45040,74849,71093,52087,56190,32705,33853,21123,20991,41740,45020,42204,46178,81783,72254,54988,57106,33140,34598,20697,22689,43039,45423,40741,43992,68279,69241,49302,55057,32323,33380,21711,19873,40472,44650,,38173,,74519,,53482,,30112,,14995,,40808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40045,"Ellis County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55359,62011,89104,88694,68545,75506,48117,53398,38011,42747,58320,65011,53655,56171,89431,69501,68119,63407,47502,52426,37649,46902,57586,58159,56832,66167,87800,108094,68627,86105,48821,53892,38709,38842,58942,70934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55644,64905,93155,92229,69426,78802,48382,57098,37025,45146,58153,68239,53281,55226,102948,67674,71400,61893,46033,51628,33152,45823,57424,56831,58820,72295,89972,118277,69813,93185,50953,60950,40305,43587,59963,77535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty36101,"Steuben County, NY",45163,48846,85787,34035,48859,43427,26127,66586,13182,81172,35983,52862,,,,,,,,,,,,,,,,,,,,,,,,,46726,46934,77289,70080,55804,56604,35601,35309,25053,24549,45621,46293,48656,47916,82628,73096,58882,58379,37256,35987,26625,25550,47695,47101,44952,46052,72587,67255,53024,54974,33940,34702,23442,23655,43667,45567,23924,43082,33265,1062314,26729,77772,22261,31182,19491,7994,24605,50926,28302,33142,97201,217365,45380,63132,24994,27305,14083,8227,35359,43366,20108,52709,6074,1062314,15959,82982,22886,34280,27418,10975,19269,54677,47576,47409,79976,70056,56553,56670,36544,36118,25110,24381,45777,46441,49292,48423,84949,72360,59435,58281,38079,36949,26437,25798,47710,47230,45999,46495,76022,67889,54083,55207,34988,35370,23584,23083,44009,45736,31658,44012,65845,67711,41853,54084,23292,37458,12036,26772,31988,45199,,42257,,112059,,72411,,37535,,20109,,52245,,46258,,58871,,49582,,36417,,26604,,42819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39075,"Holmes County, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47182,58109,70368,76397,55940,67232,41165,51028,33322,42832,48638,59619,47077,57094,67163,75146,54785,66128,42030,50582,35354,43152,48416,58571,47345,59146,73773,77314,57219,68260,40280,51695,31224,42843,48940,60767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47666,58862,70213,76910,55796,67751,42167,52034,34140,43027,48622,60161,47316,57819,65653,76622,54128,67185,42963,51209,36363,42723,48230,59156,47992,59965,74940,76876,57493,68284,41339,53197,31859,43889,49035,61302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty22065,"Madison Parish, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33966,32248,75464,54938,50492,45592,27973,29640,15580,20715,39226,38165,37671,34503,81424,57232,55518,47444,32680,31404,21058,23155,43713,39668,29997,29824,67601,50742,44890,42729,23105,28110,10178,19206,34458,36247,25324,23342,75410,26279,40925,24670,24005,23021,14266,21883,32593,23862,26490,23709,54656,26405,35949,24802,25939,23424,20154,22518,31209,24133,24072,22943,109489,29246,46423,26350,19900,22860,3136,20392,32744,24628,44868,45312,65918,53998,51728,49606,38420,41690,30406,36697,44742,45866,50622,49065,79030,57048,60365,53032,43421,45801,34048,41559,51216,49501,37817,39672,53876,46587,43249,43178,32554,36779,25537,32304,37835,40309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty26063,"Huron County, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52317,56873,76960,78504,59464,65607,41985,44345,32998,34140,50729,55338,52576,59251,72947,83036,58683,68602,44133,45708,36715,35557,51362,57136,52081,54629,80569,74021,60132,62438,39960,42624,29501,32355,50141,53243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53425,57229,78092,79382,60240,65983,43762,44686,34408,33199,51471,55389,54206,59969,75426,83057,60351,69066,46065,46985,37977,35994,52720,57700,52827,54662,80423,75855,60131,62887,41759,42169,31245,30074,50429,52942,40912,48621,125965,52022,59696,49904,25511,46753,6254,44443,40170,48307,40540,,78710,,47662,,26589,,14132,,36098,,,63709,,57307,,61504,,69248,,76477,,65199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty37077,"Granville County, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38465,40261,69204,63841,47353,50049,26926,28394,15410,16695,37276,39720,40906,42132,78776,66442,52008,51862,28703,29846,16425,18866,40063,40928,36132,38502,63377,61244,43970,48314,24652,27021,13314,14727,34760,38594,25471,29683,51581,64228,32897,41760,21706,24334,15051,13292,27530,32893,27520,29776,57450,53636,35396,37543,23882,25950,17252,18611,29951,31785,23771,29688,48069,75612,30885,47004,19370,23070,12459,7239,25239,34475,48145,46688,70994,63197,52867,52170,36617,34708,27003,24320,44251,43615,50734,50628,79759,67178,57382,55825,38147,38002,27458,28452,46906,46721,45647,43283,64168,59282,48918,48822,34666,31842,25754,20656,41561,40885,,39439,,52282,,45596,,36462,,30086,,40873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty54089,"Summers County, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39768,36673,82771,62216,54898,49498,30423,29178,17411,18139,42446,39841,41122,32359,84380,63442,56542,47523,32429,23574,20251,11281,44016,35807,38488,40715,79809,62943,52972,52119,28705,33851,15294,23634,40943,43736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39004,37181,91181,63079,55132,49466,27977,28667,12184,15933,40332,39275,40266,32590,87122,63719,55204,47409,30423,23324,16293,9163,41568,35248,37790,41460,94396,64629,54617,52715,25323,33914,6969,21981,38881,43805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28013,"Calhoun County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39521,37652,104559,78669,61359,57460,28505,27253,12002,11970,44113,42496,37855,38369,103655,103004,60824,68219,28657,26684,13019,7866,43688,46012,40904,37005,101314,62601,60746,49657,28443,28442,11683,16247,44150,39921,26764,21695,118213,89520,49643,47751,24359,20727,10435,2384,36710,33662,28468,21429,82143,48437,43837,33039,27175,21389,18008,14137,35716,27328,24218,22593,1062314,158602,81118,63934,23680,20734,0,0,47403,39639,44006,47117,99770,77629,61075,60188,32489,34712,16662,20551,45244,47261,42626,46938,104063,113193,61881,73331,31984,29432,15917,8235,45047,48918,45237,46841,93543,51789,59818,49116,33431,44036,18361,40503,45510,46840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38081,"Sargent County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62205,63814,90279,85754,70596,73080,50752,51698,40832,41390,60726,62916,65936,66694,87236,88439,72555,75009,57059,53122,49065,43196,64881,64249,59492,61659,94075,82113,68942,70438,44836,49932,33006,39426,56921,61028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63278,64778,96501,86160,72410,73268,51079,52249,39549,40814,61031,62985,65434,66965,87399,89212,72535,75170,57964,52815,49519,41595,64872,63798,60901,62792,109214,82945,72220,70949,43848,50950,29147,39284,56838,61529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48151,"Fisher County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49282,51516,99651,68871,68471,60349,41243,45499,28407,37910,54401,53347,52202,49669,112352,67087,74008,58327,43716,43606,30348,36514,58032,51134,46679,54159,86567,71222,63171,62900,40622,47743,29227,39569,51905,56024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58851,55556,95517,80912,71793,67505,50700,46086,39281,34570,60539,56876,67089,50298,79860,74443,70824,61415,61355,41116,55507,30698,65922,50942,51500,63442,106910,94226,69053,78064,40313,52744,25205,38639,53357,66015,36233,49826,78037,58186,53306,53839,34748,47653,24389,43313,43115,50665,32376,46993,115710,41715,58305,44443,27469,48703,10521,51848,40647,46582,39687,52589,72660,78312,54263,65405,38804,47377,30291,35263,45941,55973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47097,"Lauderdale County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36557,36788,83624,77557,54011,56216,28457,25886,14840,10171,41021,41258,38713,37104,101768,78921,61126,57237,29933,27248,14793,13060,44526,41905,34513,36406,69661,75690,47968,54943,27229,24387,15292,6727,37913,40474,23769,25525,79206,66667,39696,41470,20798,22343,9653,9981,30439,31751,26906,25691,259559,60783,52953,38160,23112,22900,7183,13551,37753,30562,20448,25226,44782,79425,29401,47432,18798,21420,12434,3462,24208,33798,42391,43016,84105,82338,56132,59844,33364,29117,20231,11919,43787,44059,43993,42743,102517,85704,62649,61616,33698,29472,18239,13063,46370,44418,40819,43277,69171,77971,50058,57730,32989,29107,22401,11658,41164,43675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty51620,"Franklin city, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49354,36654,85962,74450,56712,55003,31301,26748,18011,12185,43701,41161,48809,40671,94246,85049,59536,61263,31315,29013,17378,14242,44653,44530,49645,32862,79759,64942,55569,49263,33022,24457,20853,10028,44356,37859,29383,24079,50362,64769,37034,41457,28954,23473,24112,12032,33122,32318,28256,27164,72226,62679,41838,40737,27712,26161,19829,17135,35013,33416,31275,20735,36734,64737,32881,41778,30061,20978,28291,6599,31500,31129,65522,57919,85138,72181,62967,60622,43288,42097,32467,31740,52381,51465,70118,67924,90273,89522,65837,71671,44662,45024,33472,32266,54262,57743,61881,50428,79305,60585,60592,52611,43301,39117,33356,30484,51500,46331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47069,"Hardeman County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34833,35084,60659,57665,44951,46673,29117,28476,19970,18355,37246,38140,35373,36739,68089,64994,47948,51167,29153,30049,18895,19462,38500,40718,34314,33330,55243,51645,42734,42790,29168,26835,20997,17143,36329,35702,25671,26633,54152,54240,34328,37953,22750,24117,15822,15097,28754,31007,26326,27244,56865,49844,35435,35609,24192,24997,17703,18219,30118,30368,24982,25858,59636,52915,36206,38184,22128,23262,13714,13396,29216,30636,41124,41171,59214,56866,47286,48492,35753,34551,28565,25982,41301,41779,41646,43760,67758,65841,50379,54226,34833,36120,25648,26305,42071,44983,40490,38699,51767,50369,44457,44051,36773,32862,31716,25215,40589,38954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty19147,"Palo Alto County, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59789,65159,99733,84901,72785,74293,47927,55750,36113,46437,60197,65607,59422,68108,107687,97091,73813,80711,45580,55368,32949,44113,59053,68178,60303,62148,94183,76351,71751,68805,49423,54611,38275,46770,60772,62465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60528,65380,103847,82899,73611,73456,48743,57174,35786,47722,60178,65651,60726,68211,110170,95316,74938,80146,47867,56513,34324,44610,60020,68142,60281,62423,97693,73952,71754,67794,49073,56536,36770,49214,59753,62668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48017,"Bailey County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48948,51731,81296,76186,59775,62528,39260,40582,28879,29973,49396,51857,45793,57023,83076,96153,58494,74770,36334,44045,25411,31258,47014,59018,52277,46688,85878,61300,63756,52470,42055,37024,31080,28396,52957,45444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56952,57535,88997,80781,63886,66507,42269,44096,30559,32116,52176,55309,57988,67332,126378,106219,71019,82665,36888,50622,19897,35915,51528,65900,56226,49143,87672,67074,63455,56722,42216,39829,30429,29452,52131,48733,34962,36454,51449,36471,42326,36411,34048,36316,28955,36243,37975,36363,31576,35702,44157,22922,36774,29147,30067,38773,25751,46206,33245,33952,43404,36711,108194,43435,69193,40648,41894,36121,28660,32424,53926,38408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty17017,"Cass County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48749,50521,87049,66557,60068,56727,35866,40215,23688,31785,47658,48872,47442,53568,84964,77750,58913,63278,35777,40779,24409,30638,46887,51939,50115,48222,87262,59701,60812,52381,36406,39196,23886,31759,48531,46436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49325,51265,88804,66062,60441,56732,37168,41400,24314,32510,47745,49252,47720,55391,86729,77073,59349,64293,36892,44056,24648,33772,46978,53879,50814,48150,88733,59569,61086,52154,37959,39475,24990,31308,48656,46273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
